row_id,Prediction,PredictedLabel
0,0.99453,1
1,0.999572,1
2,0.99905,1
3,0.994411,1
4,0.999137,1
5,0.060837,0
6,0.000369,0
7,0.005421,0
8,0.005564,0
9,0.259183,0
10,0.422294,0
11,0.000373,0
12,5.3e-05,0
13,0.085643,0
14,3e-06,0
15,0.000118,0
16,0.999997,1
17,0.999685,1
18,0.965689,1
19,0.01885,0
20,0.078093,0
21,0.104264,0
22,0.000861,0
23,0.999879,1
24,0.999922,1
25,1.0,1
26,0.999015,1
27,0.979302,1
28,0.985662,1
29,0.925671,1
30,0.837247,1
31,0.99313,1
32,0.999907,1
33,0.956803,1
34,0.990397,1
35,0.000288,0
36,9.4e-05,0
37,0.000204,0
38,0.000524,0
39,0.000176,0
40,0.000187,0
41,0.000383,0
42,0.000174,0
43,0.000583,0
44,0.000185,0
45,0.000539,0
46,0.000232,0
47,0.000278,0
48,0.000179,0
49,0.000157,0
50,0.000223,0
51,0.000231,0
52,0.000281,0
53,0.000184,0
54,0.000162,0
55,0.000155,0
56,0.000373,0
57,0.000344,0
58,0.000385,0
59,0.000329,0
60,0.00024,0
61,0.000425,0
62,0.000567,0
63,0.000136,0
64,0.000407,0
65,0.00043,0
66,0.000237,0
67,0.000198,0
68,0.000321,0
69,0.000548,0
70,0.00044,0
71,0.000122,0
72,6.8e-05,0
73,0.001211,0
74,0.000146,0
75,0.000351,0
76,0.000244,0
77,0.001045,0
78,0.000102,0
79,0.000265,0
80,0.000361,0
81,0.000313,0
82,0.000143,0
83,0.000417,0
84,0.000393,0
85,7.8e-05,0
86,0.000424,0
87,0.000251,0
88,0.000543,0
89,0.000235,0
90,0.0001,0
91,0.000423,0
92,0.000107,0
93,4.8e-05,0
94,0.000105,0
95,0.000422,0
96,0.000477,0
97,0.000529,0
98,6.3e-05,0
99,0.716392,1
100,0.996506,1
101,0.999984,1
102,0.999769,1
103,0.001052,0
104,0.000574,0
105,0.135529,0
106,0.980555,1
107,0.862897,1
108,0.95504,1
109,0.946202,1
110,2.9e-05,0
111,0.991654,1
112,0.951112,1
113,0.999538,1
114,0.999483,1
115,0.99322,1
116,0.648344,1
117,0.987045,1
118,0.999111,1
119,0.999994,1
120,0.999945,1
121,0.95371,1
122,0.999991,1
123,0.999725,1
124,0.999986,1
125,0.999653,1
126,0.999638,1
127,0.532144,1
128,0.015959,0
129,0.021152,0
130,0.626805,1
131,0.206934,0
132,0.021501,0
133,0.000235,0
134,0.000572,0
135,0.000668,0
136,0.000305,0
137,0.000149,0
138,0.000249,0
139,0.001364,0
140,0.898126,1
141,0.999955,1
142,0.010348,0
143,8.4e-05,0
144,0.010356,0
145,0.011154,0
146,0.005513,0
147,0.001397,0
148,0.001131,0
149,0.00696,0
150,0.104576,0
151,0.998698,1
152,0.945475,1
153,0.734459,1
