row_id,Prediction,PredictedLabel
0,0.9562451474909677,1
1,0.9992727272727272,1
2,1.0,1
3,1.0,1
4,1.0,1
5,0.20182451006166174,0
6,0.0,0
7,0.0051583710407239825,0
8,0.17695420905204184,0
9,0.9748090013185987,1
10,0.17174945690704202,0
11,0.0,0
12,0.02044647182882477,0
13,0.12284119473577673,0
14,0.0,0
15,0.08909752179365184,0
16,1.0,1
17,0.9990588235294117,1
18,0.7783438208177608,1
19,0.005393006993006994,0
20,0.005313131313131313,0
21,0.005313131313131313,0
22,0.0019020979020979022,0
23,0.9992000000000001,1
24,0.912880716136289,1
25,1.0,1
26,1.0,1
27,0.9975860139860141,1
28,1.0,1
29,0.9928976552858905,1
30,0.42023815066942005,0
31,0.9986363636363637,1
32,1.0,1
33,0.9650554912923334,1
34,0.9386672418396876,1
35,0.0,0
36,0.0,0
37,0.0,0
38,0.0,0
39,0.0,0
40,0.0,0
41,0.0,0
42,0.0,0
43,0.0,0
44,0.0,0
45,0.0,0
46,0.0,0
47,0.0,0
48,0.0007636363636363637,0
49,0.0,0
50,0.0,0
51,0.0,0
52,0.0,0
53,0.0,0
54,0.0,0
55,0.0,0
56,0.0,0
57,0.0,0
58,0.0,0
59,0.0,0
60,0.0,0
61,0.0,0
62,0.0,0
63,0.0,0
64,0.0,0
65,0.0,0
66,0.0,0
67,0.0007636363636363637,0
68,0.001096969696969697,0
69,0.0,0
70,0.0,0
71,0.0,0
72,0.0,0
73,0.0,0
74,0.0,0
75,0.0,0
76,0.0,0
77,0.0,0
78,0.0,0
79,0.0,0
80,0.0,0
81,0.0,0
82,0.0007636363636363637,0
83,0.0,0
84,0.0,0
85,0.0,0
86,0.0,0
87,0.0,0
88,0.0,0
89,0.0,0
90,0.0,0
91,0.0,0
92,0.0,0
93,0.0,0
94,0.0,0
95,0.0,0
96,0.0,0
97,0.0,0
98,0.0,0
99,1.0,1
100,1.0,1
101,1.0,1
102,1.0,1
103,0.009555111555111555,0
104,0.04544582172213751,0
105,0.04474850247791424,0
106,0.9423563307177856,1
107,0.8465790086440981,1
108,0.9993333333333333,1
109,0.4124878269992822,0
110,0.0,0
111,0.9986363636363637,1
112,0.9933176052018158,1
113,0.9996,1
114,0.9996,1
115,0.9996,1
116,0.9890167139362185,1
117,0.9996,1
118,0.9996,1
119,0.9996363636363637,1
120,0.9993506493506493,1
121,0.9981696969696969,1
122,0.9996363636363637,1
123,0.9996363636363637,1
124,0.9996363636363637,1
125,0.9724794059532246,1
126,0.9996363636363637,1
127,0.9503913799306988,1
128,0.005393006993006994,0
129,0.08676231252855966,0
130,0.8379943066587767,1
131,0.0951708896516205,0
132,0.17356997153621873,0
133,0.0,0
134,0.0,0
135,0.0,0
136,0.0,0
137,0.0,0
138,0.0,0
139,0.008715809680515564,0
140,0.9962666666666667,1
141,1.0,1
142,0.0073610389610389605,0
143,0.0,0
144,0.0,0
145,0.0,0
146,0.006965967365967367,0
147,0.0,0
148,0.19084780718077934,0
149,0.20277650486768134,0
150,0.0941254337681582,0
151,0.9997333333333334,1
152,0.7060590736599216,1
153,0.8960720140129683,1
154,0.9672903689361891,1
155,0.9189639697248057,1
156,0.9996363636363637,1
157,0.38389185202333015,0
158,1.0,1
159,1.0,1
160,0.2447984277332575,0
161,0.0,0
162,0.0,0
163,0.01658033078033078,0
164,0.006126340326340327,0
165,0.009955111555111555,0
166,0.01619470821576085,0
167,0.02513015873015873,0
168,0.9972666666666667,1
169,0.9916693017127799,1
170,0.07198709826465247,0
171,0.04374850247791424,0
172,0.0061930069930069935,0
173,0.9992217194570134,1
174,0.028298380051321223,0
175,0.11909384698548785,0
176,0.11517156234307264,0
177,0.15174327298088905,0
178,0.0,0
179,0.0004,0
180,0.002162566844919786,0
181,0.032353530370558235,0
182,0.9396559532830429,1
183,0.002690909090909091,0
184,0.0,0
185,0.7577413086913088,1
186,0.8608563436563438,1
187,0.8243896769896771,1
188,0.9980727272727272,1
189,1.0,1
190,1.0,1
191,1.0,1
192,0.7366678637152322,1
193,1.0,1
194,1.0,1
195,0.0,0
196,1.0,1
197,0.9048197921101945,1
198,0.12241791079577458,0
199,1.0,1
200,1.0,1
201,1.0,1
202,1.0,1
203,0.998653092006033,1
204,1.0,1
205,0.2923982991754362,0
206,0.005346608946608947,0
207,0.004072489601901367,0
208,0.0,0
209,0.0,0
210,0.0204128816144296,0
211,0.0,0
212,0.6005924749597182,1
213,0.10773510742783186,0
214,0.10914358474342997,0
215,0.008291025641025641,0
216,0.0,0
217,0.011731615752668385,0
218,0.8810936400499938,1
219,0.19057451124726663,0
220,0.22828169355509514,0
221,0.0007333333333333333,0
222,0.9855735294184881,1
223,0.9492583244412964,1
224,0.0620143989309624,0
225,0.9981696969696969,1
226,0.19272670322453603,0
227,0.23783217046111785,0
228,0.9592194329234577,1
229,0.9962205128205129,1
230,0.9126882688451675,1
231,0.38818296266707236,0
232,1.0,1
233,1.0,1
234,0.40772109899044895,0
235,1.0,1
236,0.19272670322453603,0
237,0.9469842272413276,1
238,1.0,1
239,0.3876995930954675,0
240,0.9977010101010101,1
241,0.9996363636363637,1
242,0.9996363636363637,1
243,1.0,1
244,1.0,1
245,1.0,1
246,1.0,1
247,0.9513878300234336,1
248,0.07327074995867565,0
249,0.07624563093701735,0
250,0.0,0
251,0.0,0
252,0.029498380051321223,0
253,0.20442754036469205,0
254,0.23021102756145156,0
255,0.00036363636363636367,0
256,1.0,1
257,0.02211965794783132,0
258,1.0,1
259,0.997102564102564,1
260,1.0,1
261,0.9973090909090908,1
262,1.0,1
263,0.9111063142224133,1
264,0.012708358308358309,0
265,0.9996363636363637,1
266,0.7232841743634985,1
267,0.10047088831361274,0
268,0.0,0
269,0.9949780675464885,1
270,0.3876995930954675,0
271,0.1999094461781768,0
272,0.0,0
273,0.011139847630869304,0
274,0.42038402234160754,0
275,0.9062679179437693,1
276,0.9779064258067355,1
277,0.978135667566008,1
278,0.9937578643578644,1
279,1.0,1
280,0.9970333333333334,1
281,0.9963373737373737,1
282,0.4743161476563553,0
283,1.0,1
284,1.0,1
285,1.0,1
286,0.9955333333333334,1
287,0.2883194636662601,0
288,1.0,1
289,0.9966787878787878,1
290,0.2403761103877203,0
291,0.021022688250861628,0
292,0.19416723677079717,0
293,0.27498442238352744,0
294,0.9942289989680082,1
295,0.005224242424242425,0
296,1.0,1
297,0.9447764676499969,1
298,0.11855445304609388,0
299,0.0,0
300,1.0,1
301,0.1197544530460939,0
302,0.07740926730065373,0
303,0.9449702795656352,1
304,1.0,1
305,0.9525272239628274,1
306,0.840859128524218,1
307,0.20461494068367128,0
308,0.8518663478592263,1
309,0.2066131862977064,0
310,0.0,0
311,0.007110839160839162,0
312,0.0,0
313,0.005393006993006994,0
314,0.0004,0
315,0.22752984016327668,0
316,0.9456195684604352,1
317,0.1978619995072007,0
318,0.9975757575757576,1
319,0.9402608689556055,1
320,1.0,1
321,1.0,1
322,0.005393006993006994,0
323,0.005393006993006994,0
324,0.10327088831361275,0
325,0.9171457879066238,1
326,1.0,1
327,0.9996363636363637,1
328,0.38639711518122494,0
329,1.0,1
330,1.0,1
331,1.0,1
332,0.9338359490011188,1
333,0.9996363636363637,1
334,1.0,1
335,0.9996363636363637,1
336,1.0,1
337,1.0,1
338,0.9985,1
339,0.9981363636363636,1
340,0.9795340326340325,1
341,1.0,1
342,1.0,1
343,1.0,1
344,1.0,1
345,0.9982032085561497,1
346,1.0,1
347,0.9985,1
348,1.0,1
349,0.19629836314356436,0
350,0.09520725328798414,0
351,1.0,1
352,1.0,1
353,1.0,1
354,0.9720794059532246,1
355,0.9992000000000001,1
356,1.0,1
357,0.0,0
358,0.9987999999999999,1
359,0.8578587515683491,1
360,1.0,1
361,0.9990808080808081,1
362,0.3869397090749696,0
363,0.12714889373455399,0
364,1.0,1
365,0.0,0
366,1.0,1
367,0.0008715728715728715,0
368,0.09325697327455301,0
369,0.942280645498292,1
370,0.9993333333333333,1
371,0.0,0
372,1.0,1
373,1.0,1
374,1.0,1
375,0.9982000000000001,1
376,1.0,1
377,0.0011333333333333332,0
378,0.23347442971545138,0
379,1.0,1
380,1.0,1
381,1.0,1
382,1.0,1
383,0.9556706583062619,1
384,0.9986363636363637,1
385,1.0,1
386,1.0,1
387,0.9963472089314195,1
388,1.0,1
389,0.9239207804407492,1
390,1.0,1
391,1.0,1
392,1.0,1
393,0.9962205128205129,1
394,1.0,1
395,1.0,1
396,0.005393006993006994,0
397,0.3855971151812249,0
398,0.9338854292437345,1
399,0.42662018818440994,0
400,0.9361601068297998,1
401,0.43132023123075763,0
402,1.0,1
403,0.3876002291534464,0
404,0.3829833636659926,0
405,0.19857055349191569,0
406,0.04377476210423039,0
407,0.998,1
408,0.20277650486768134,0
409,0.9394206885821433,1
410,0.3452559203834411,0
411,0.9683623110120013,1
412,0.9749262511997804,1
413,0.40489588701258517,0
414,1.0,1
415,0.7438696517217246,1
416,0.9858565688697267,1
417,0.9984363636363637,1
418,0.9987999999999999,1
419,0.38590164538427446,0
420,1.0,1
421,1.0,1
422,1.0,1
423,1.0,1
424,0.39149064049648924,0
425,1.0,1
426,1.0,1
427,0.005313131313131313,0
428,0.09671937316209761,0
429,0.0,0
